reliability debug,2016/10/11,pc/msg: batch queue sender wakeups,-10,20,,message,v4.x
maintenance,2016/10/11,pc/msg: implement lockless pipelined wakeups,-93,40,,message,v4.x
feature,2016/10/11,pc/sem.c: fix complex_count vs. simple op race,-55,83,,semaphore,v4.x
reliability robust,2016/10/10,Merge branch 'for-linus' of ?,-9,9,,message queue,v4.x
reliability robust,2016/9/27,fs: Replace CURRENT_TIME with current_time() for inode timestamps,-9,9,,message queue,v4.x
performance store optimization,2016/9/22,Merge branch 'nsfs-ioctls' into HEAD,0,6,,other,v4.x
performance store optimization,2016/9/22,kernel: add a helper to get an owning user namespace for a namespace,0,6,,other,v4.x
bug errorCode wrongError,2016/9/22,userns: When the per user per user namespace limit is reached return ENOSPC,-1,1,error,other,v4.x
performance access optimization,2016/8/8,pcns: Add a  limit on the number of ipc namespaces,-11,34,,other,v4.x
maintenance,2016/8/2,pc: delete "nr_ipc_ns",-4,0,,other,v4.x
performance store optimization,2016/8/2,"sysv, ipc: fix security-layer leaking",-7,7,,message semaphore,v4.x
reliability error enhancement,2016/7/29,Merge branch 'for-linus' of ?,-13,12,,message queue other,v4.x
performance speed optimization,2016/7/26,shmem: make shmem_inode_info::lock irq-safe,-2,2,,shared memory,v4.x
bug memory bufOverflow,2016/7/26,shmem: get_unmapped_area align huge page,-2,4,corruption,shared memory,v4.x
reliability robust,2016/6/23,vfs: Generalize filesystem nodev handling.,-1,1,,message queue,v4.x
bug semantic logic,2016/6/23,pc/mqueue: The mqueue filesystem should never contain executables,0,1,crash,message queue,v4.x
reliability robust,2016/6/23,"vfs: Pass data, ns, and ns->userns to mount_ns",-11,8,,message queue,v4.x
maintenance,2016/6/23,pc: Initialize ipc_namespace->user_ns early.,-2,3,,other,v4.x
reliability debug,2016/6/14,ocking/spinlock: Update spin_unlock_wait() users,-1,0,,semaphore,v4.x
maintenance,2016/6/14,ocking/barriers: Introduce smp_acquire__after_ctrl_dep(),-12,2,,semaphore,v4.x
feature,2016/5/23,"pc, shm: make shmem attach/detach wait for mmap_sem killable",-2,7,,shared memory,v4.x
performance access optimization,2016/4/4,"mm, fs: get rid of PAGE_CACHE_* and page_cache_{get,release} macros",-2,2,,message queue,v4.x
performance speed optimization,2016/3/22,pc/sem: make semctl setting sempid consistent,-2,11,,semaphore,v4.x
bug memory doubleFree,2016/2/18,pc/shm: handle removed segments gracefully in shm_mmap(),-10,43,hang,shared memory,v4.x
reliability error enhancement,2016/1/23,Merge branch 'for-linus' of ?,-4,4,,message queue,v4.x
reliability annotation,2016/1/22,ree wide: use kvfree() than conditional kfree()/vfree(),-10,5,,semaphore other,v4.x
feature,2016/1/22,wrappers for ->i_mutex access,-4,4,,message queue,v4.x
bug semantic generic,2016/1/20,pc/shm.c: is_file_shm_hugepages() can be boolean,-1,1,wrong,shared memory,v4.x
maintenance,2016/1/14,kmemcg: account certain kmem allocations to memcg,-1,1,,message queue,v4.x
bug semantic logic,2015/11/6,"pc,msg: drop dst nil validation in copy_msg",-1,0,wrong,other,v4.x
performance store optimization,2015/9/30,Initialize msg/shm IPC objects before doing ipc_addid(),-17,18,,message shared memory other,v4.x
reliability corruption defense,2015/9/10,pc: convert invalid scenarios to use WARN_ON,-3,3,,other shared memory,v4.x
performance synchronization,2015/8/14,pc/sem.c: update/correct memory barriers,-4,14,,semaphore,v4.x
maintenance,2015/8/14,"pc,sem: remove uneeded sem_undo_list lock usage in exit_sem()",-2,4,,semaphore,v4.x
reliability corruption defense,2015/8/14,"pc,sem: fix use after free on IPC_RMID after a task using same semaphore ?",-6,17,,semaphore,v4.x
maintenance,2015/8/7,pc: use private shmem or hugetlbfs inodes for shm segments.,-1,1,,shared memory,v4.x
maintenance,2015/8/7,pc: modify message queue accounting to not take kernel data structures into ?,-5,0,,message queue,v4.x
performance synchronization,2015/6/30,"pc,sysv: return -EINVAL upon incorrect id/seqnum",-1,1,,other,v4.x
performance synchronization,2015/6/30,"pc,sysv: make return -EIDRM when racing with RMID consistent",-5,8,,other,v4.x
feature,2015/6/30,pc: rename ipc_obtain_object,-9,9,,message semaphore shared memory other,v4.x
reliability robust,2015/6/30,"pc,msg: provide barrier pairings for lockless receive",-10,38,,message,v4.x
performance speed optimization,2015/6/30,"pc,shm: move BUG_ON check into shm_lock",-5,5,,shared memory,v4.x
feature,2015/6/30,pc/util.c: use kvfree() in ipc_rcu_free(),-4,1,,other,v4.x
performance store optimization,2015/5/8,pc/mqueue: Implement lockless pipelined wakeups,-21,33,,message queue,v4.x
reliability annotation,2015/4/26,Merge branch 'for-linus' of ?,-12,12,,message queue shared memory,v4.x
bug errorCode wrongError,2015/4/15,pc: remove use of seq_printf return value,-50,58,error,message semaphore shared memory other,v4.x
performance access optimization,2015/4/15,VFS: assorted weird filesystems: d_inode() annotations,-12,12,,message queue shared memory,v4.x
performance access optimization,2015/2/17,"pc,sem: use current->state helpers",-1,1,,semaphore,v3.x
bug semantic generic,2014/12/16,Merge branch 'for-linus' of ?,-18,19,wrong,other,v3.x
bug semantic generic,2014/12/13,shmdt: use i_size_read() instead of ->i_size,-2,3,wrong,shared memory,v3.x
bug memory resourceLeak,2014/12/13,pc/shm.c: fix overly aggressive shmdt() when calls span multiple segments,-5,13,corruption,shared memory,v3.x
reliability debug,2014/12/13,"pc/msg: increase MSGMNI, remove scaling",-266,19,,other message,v3.x
performance speed optimization,2014/12/13,pc/sem.c: change memory barrier in sem_lock() to smp_rmb(),-3,10,,semaphore,v3.x
performance access optimization,2014/12/10,Merge branch 'nsfs' into for-next,-18,19,,other,v3.x
feature,2014/12/10,Merge branch 'for-linus' of ?,-2,2,,message queue,v3.x
performance access optimization,2014/12/4,copy address of proc_ns_ops into ns_common,0,4,,other,v3.x
reliability error enhancement,2014/12/4,new helpers: ns_alloc_inum/ns_free_inum,-3,3,,other,v3.x
reliability robust,2014/12/4,make proc_ns_operations work with struct ns_common * instead of void *,-9,3,,other,v3.x
performance access optimization,2014/12/4,switch the rest of proc_ns_operations to working with &...->ns,-6,9,,other,v3.x
feature,2014/12/4,common object embedded into various struct ....ns,-5,5,,other,v3.x
feature,2014/12/3,pc/sem.c: fully initialize sem_array before making it visible,-7,8,,semaphore,v3.x
maintenance,2014/11/19,new helper: audit_file(),-2,2,,message queue,v3.x
maintenance,2014/10/14,pc: resolve shadow warnings,-46,46,,compatibility,v3.x
reliability error enhancement,2014/10/14,pc/util.c: use __seq_open_private() instead of seq_open(),-16,4,,other,v3.x
performance other,2014/10/14,pc/shm: kill the historical/wrong mm->start_stack check,-7,0,,shared memory,v3.x
reliability annotation,2014/10/14,pc: always handle a new value of auto_msgmni,-2,1,,other,v3.x
maintenance,2014/10/7,Merge branch 'for-linus' of ?,-3,3,,other,v3.x
maintenance,2014/9/9,Documentation: Docbook: Fix generated DocBook/kernel-api.xml,-3,3,,other,v3.x
bug semantic generic,2014/8/9,Merge branch 'for-linus' of ?,-3,3,wrong,other,v3.x
feature,2014/8/8,shm: allow exit_shm in parallel if only marking orphans,-32,35,,shared memory,v3.x
performance store optimization,2014/8/8,shm: make exit_shm work proportional to task activity,-11,11,,shared memory,v3.x
feature,2014/7/29,namespaces: Use task_lock and not rcu to protect nsproxy,-3,3,,other,v3.x
bug memory resourceLeak,2014/6/6,pc: convert use of typedef ctl_table to struct ctl_table,-13,13,wrong,other,v3.x
performance store optimization,2014/6/6,pc/sem.c: add a printk_once for semctl(GETNCNT/GETZCNT),0,11,,semaphore,v3.x
performance access optimization,2014/6/6,"pc/sem.c: make semctl(,,{GETNCNT,GETZCNT}) standard compliant",-21,13,,semaphore,v3.x
bug memory danglingPt,2014/6/6,pc/sem.c: store which operation blocks in perform_atomic_semop(),0,3,error,semaphore,v3.x
bug concurrency atomicity,2014/6/6,pc/sem.c: change perform_atomic_semop parameters,-19,19,hang,semaphore,v3.x
performance other,2014/6/6,pc/sem.c: remove code duplication,-56,51,,semaphore,v3.x
performance speed optimization,2014/6/6,"pc/sem.c: bugfix for semctl(,,GETZCNT)",0,10,,semaphore,v3.x
performance synchronization,2014/6/6,"pc,msg: document volatile r_msg",-3,7,,message,v3.x
performance store optimization,2014/6/6,"pc,msg: move some msgq ns code around",-69,63,,message,v3.x
performance access optimization,2014/6/6,"pc,msg: use current->state helpers",-2,2,,message,v3.x
bug memory bufOverflow,2014/6/6,pc/shm.c: check for integer overflow during shmget.,0,3,corruption,shared memory,v3.x
bug memory bufOverflow,2014/6/6,pc/shm.c: check for overflows of shm_tot,-1,2,leak,shared memory,v3.x
bug memory bufOverflow,2014/6/6,pc/shm.c: check for ulong overflows in shmat,0,3,corruption,shared memory,v3.x
maintenance,2014/6/6,"pc, kernel: clear whitespace",-28,27,,message semaphore shared memory other,v3.x
reliability annotation,2014/6/6,"pc, kernel: use Linux headers",-5,5,,compatibility message semaphore shared memory,v3.x
feature,2014/6/6,pc: constify ipc_ops,-20,19,,message semaphore shared memory other,v3.x
reliability debug,2014/4/7,pc: use device_initcall,-3,3,,other message queue,v3.x
feature,2014/4/7,pc/compat.c: remove sc_semopm macro,-3,0,,compatibility,v3.x
reliability corruption defense,2014/4/2,Merge branch 'x86-x32-for-linus' of ?,-25,6,,compatibility,v3.x
reliability debug,2014/3/31,Merge branch 'compat' of ?,-22,23,,compatibility,v3.x
bug semantic logic,2014/3/16,pc: Fix 2 bugs in msgrcv() MSG_COPY implementation,0,2,error,message,v3.x
reliability debug,2014/3/6,pc/compat: convert to COMPAT_SYSCALL_DEFINE with changing parameter types,-8,8,,compatibility,v3.x
reliability debug,2014/3/6,pc/compat: convert to COMPAT_SYSCALL_DEFINE,-12,13,,compatibility,v3.x
reliability debug,2014/3/6,pc/compat_sys_msgrcv: change msgtyp type from long to compat_long_t,-2,2,,compatibility,v3.x
maintenance,2014/2/25,"pc,mqueue: remove limits for the amount of system-wide queues",-9,15,,other message queue,v3.x
feature,2014/2/2,compat: Get rid of (get|put)_compat_time(val|spec),-25,6,,compatibility,v3.x
reliability corruption defense,2014/1/27,pc: fix compat msgrcv with negative msgtyp,-1,1,,compatibility,v3.x
reliability corruption defense,2014/1/27,"pc,msg: document barriers",-2,17,,message,v3.x
feature,2014/1/27,pc: delete seq_max field in struct ipc_ids,-11,3,,other,v3.x
performance access optimization,2014/1/27,pc: simplify sysvipc_proc_open() return,-5,4,,other,v3.x
bug semantic state,2014/1/27,pc: remove useless return statement,-4,0,wrong,other,v3.x
bug semantic generic,2014/1/27,pc: remove braces for single statements,-19,16,wrong,compatibility message queue semaphore other,v3.x
feature,2014/1/27,pc: standardize code comments,-139,125,,semaphore shared memory other,v3.x
feature,2014/1/27,pc: whitespace cleanup,-113,113,,compatibility other message queue message semaphore shared memory,v3.x
feature,2014/1/27,pc: change kern_ipc_perm.deleted type to bool,-5,5,,semaphore other,v3.x
performance store optimization,2014/1/27,pc: introduce ipc_valid_object() helper to sort out IPC_RMID races,-19,41,,message semaphore shared memory other,v3.x
bug memory bufOverflow,2014/1/27,pc/sem.c: avoid overflow of semop undo (semadj) value,-11,13,corruption,semaphore,v3.x
bug errorCode missError,2013/11/21,"pc,shm: correct error return value in shmctl (SHM_UNLOCK)",-3,6,error,shared memory,v3.x
bug concurrency deadlock,2013/11/21,"pc,shm: fix shm_file deletion races",-5,23,crash,shared memory,v3.x
reliability robust,2013/11/13,Merge branch 'akpm' (patches from Andrew Morton),-15,13,,other,v3.x
feature,2013/11/13,Merge branch 'for-linus' of ?,-1,1,,message queue,v3.x
reliability annotation,2013/11/13,"pc, msg: fix message length check for negative values",-12,12,,other,v3.x
bug semantic generic,2013/11/13,pc/util.c: remove unnecessary work pending test,-3,1,wrong,other,v3.x
bug concurrency wrongLock,2013/11/9,ocks: break delegations on unlink,-1,1,hang,message queue,v3.x
reliability corruption defense,2013/11/3,"pc, msg: forbid negative values for ""msg{max,mnb,mni}""",-8,12,,other,v3.x
feature,2013/10/16,pc/sem.c: synchronize semop and semctl with IPC_RMID,-13,29,,semaphore,v3.x
reliability debug,2013/10/16,pc: update locking scheme comments,-6,21,,other,v3.x
feature,2013/9/30,"pc,msg: prevent race with rmid in msgsnd,msgrcv",0,13,,message,v3.x
performance speed optimization,2013/9/30,pc/sem.c: update sem_otime for all operations,-13,29,,semaphore,v3.x
feature,2013/9/30,pc/sem.c: synchronize the proc interface,0,8,,semaphore,v3.x
feature,2013/9/30,pc/sem.c: optimize sem_lock(),0,8,,semaphore,v3.x
feature,2013/9/30,pc/sem.c: fix race in sem_lock(),-44,78,,semaphore,v3.x
feature,2013/9/24,pc: fix race with LSMs,-48,64,,message semaphore shared memory other,v3.x
feature,2013/9/11,pc: drop ipc_lock_check,-17,0,,other,v3.x
feature,2013/9/11,"pc, shm: drop shm_lock_check",-11,0,,shared memory,v3.x
performance store optimization,2013/9/11,pc: drop ipc_lock_by_ptr,-9,6,,other,v3.x
bug errorCode missError,2013/9/11,"pc, shm: guard against non-existant vma in shmdt(2)",-2,1,error,shared memory,v3.x
feature,2013/9/11,pc: document general ipc locking scheme,0,8,,other,v3.x
feature,2013/9/11,"pc,msg: drop msg_unlock",-3,2,,message,v3.x
feature,2013/9/11,pc: rename ids->rw_mutex,-68,68,,message other semaphore shared memory,v3.x
feature,2013/9/11,"pc,shm: shorten critical region for shmat",-4,10,,shared memory,v3.x
feature,2013/9/11,"pc,shm: cleanup do_shmat pasta",-14,12,,shared memory,v3.x
feature,2013/9/11,"pc,shm: shorten critical region for shmctl",-24,25,,shared memory,v3.x
feature,2013/9/11,"pc,shm: make shmctl_nolock lockless",-7,12,,shared memory,v3.x
feature,2013/9/11,"pc,shm: introduce shmctl_nolock",-18,39,,shared memory,v3.x
feature,2013/9/11,pc: drop ipcctl_pre_down,-23,4,,other,v3.x
feature,2013/9/11,"pc,shm: shorten critical region in shmctl_down",-4,6,,shared memory,v3.x
feature,2013/9/11,"pc,shm: introduce lockless functions to obtain the ipc object",0,20,,shared memory,v3.x
maintenance,2013/9/7,Merge branch 'for-linus' of ?,-1,1,,other,v3.x
feature,2013/9/3,pc/msg.c: Fix lost wakeup in msgsnd().,-7,5,,message,v3.x
feature,2013/8/30,userns:  Kill nsown_capable it makes the wrong thing easy,-1,1,,other,v3.x
bug semantic logic,2013/8/28,IPC: bugfix for msgrcv with msgtyp < 0,-2,3,error,message,v3.x
performance speed optimization,2013/7/9,"pc/sem.c: rename try_atomic_semop() to perform_atomic_semop(), docu update",-11,21,,semaphore,v3.x
feature,2013/7/9,pc/sem.c: replace shared sem_otime with per-semaphore value,-6,31,,semaphore,v3.x
feature,2013/7/9,pc/sem.c: always use only one queue for alter operations,-40,88,,semaphore,v3.x
feature,2013/7/9,pc/sem: separate wait-for-zero and alter tasks into seperate queues,-60,151,,semaphore,v3.x
performance speed optimization,2013/7/9,pc/sem.c: cacheline align the semaphore structures,-1,1,,semaphore,v3.x
feature,2013/7/9,"pc/util.c, ipc_rcu_alloc: cacheline align allocation",-6,6,,other,v3.x
performance speed optimization,2013/7/9,pc: remove unused functions,-26,0,,message semaphore,v3.x
feature,2013/7/9,"pc,msg: shorten critical region in msgrcv",-26,32,,message,v3.x
feature,2013/7/9,"pc,msg: shorten critical region in msgsnd",-13,24,,message,v3.x
feature,2013/7/9,"pc,msg: make msgctl_nolock lockless",-10,17,,message,v3.x
feature,2013/7/9,"pc,msg: introduce lockless functions to obtain the ipc object",0,21,,message,v3.x
feature,2013/7/9,"pc,msg: introduce msgctl_nolock",-15,34,,message,v3.x
feature,2013/7/9,"pc,msg: shorten critical region in msgctl_down",-5,7,,message,v3.x
feature,2013/7/9,pc: move locking out of ipcctl_pre_down_nolock,-39,56,,message semaphore shared memory other,v3.x
performance access optimization,2013/7/9,pc: close open coded spin lock calls,-12,12,,message semaphore shared memory other,v3.x
feature,2013/7/9,pc: introduce ipc object locking helpers,-5,15,,other,v3.x
feature,2013/7/9,pc: move rcu lock out of ipc_addid,-7,8,,message shared memory other,v3.x
performance access optimization,2013/7/9,pc/shmc.c: eliminate ugly 80-col tricks,-2,2,,shared memory,v3.x
feature,2013/7/9,audit: fix mq_open and mq_unlink to add the MQ root as a hidden parent ?,0,2,,message queue,v3.x
feature,2013/5/26,pc/sem.c: Fix missing wakeups in do_smart_update_queue(),-5,22,,semaphore,v3.x
bug memory nullPointer,2013/5/9,shm: fix null pointer deref when userspace specifies invalid hugepage size,-1,7,corruption,shared memory,v3.x
bug semantic logic,2013/5/9,"pc,sem: fix semctl(..., GETNCNT)",0,7,wrong,semaphore,v3.x
bug semantic logic,2013/5/9,"pc,sem: fix semctl(..., GETZCNT)",0,7,error,semaphore,v3.x
bug memory bufOverflow,2013/5/7,hugetlbfs: fix mmap failure in unaligned size request,-1,5,corruption,shared memory,v3.x
bug semantic logic,2013/5/4,pc: simplify rcu_read_lock() in semctl_nolock(),-2,1,wrong,semaphore,v3.x
reliability corruption defense,2013/5/4,pc: simplify semtimedop/semctl_main() common error path handling,-27,14,,semaphore,v3.x
feature,2013/5/4,pc: move sem_obtain_lock() rcu locking into the only caller,-9,7,,semaphore,v3.x
feature,2013/5/4,pc: fix double sem unlock in semctl error path,-1,1,,semaphore,v3.x
feature,2013/5/4,pc: move the rcu_read_lock() from sem_lock_and_putref() into callers,-2,3,,semaphore,v3.x
feature,2013/5/4,pc: sem_putref() does not need the semaphore lock any more,-3,1,,semaphore,v3.x
feature,2013/5/4,pc: move rcu_read_unlock() out of sem_unlock() and into callers,-2,17,,semaphore,v3.x
performance speed optimization,2013/5/2,pc: fix GETALL/IPC_RM race for sysv semaphores,-21,8,,semaphore,v3.x
performance other,2013/5/2,pc_schedule_free() can do vfree() directly now,-87,16,,other,v3.x
maintenance,2013/5/1,Merge branch 'for-linus' of ?,-3,3,,other,v3.x
maintenance,2013/5/1,proc: Split the namespace stuff out into linux/proc_ns.h,-2,2,,other,v3.x
performance access optimization,2013/5/1,pc: sysv shared memory limited to 8TiB,-1,1,,shared memory,v3.x
reliability annotation,2013/5/1,pc/msg.c: use list_for_each_entry_[safe] for list traversing,-27,8,,message,v3.x
feature,2013/5/1,"pc,sem: fine grained locking for semtimedop",-125,203,,message semaphore other,v3.x
feature,2013/5/1,"pc,sem: have only one list in struct sem_queue",-31,34,,semaphore,v3.x
feature,2013/5/1,"pc,sem: open code and rename sem_lock",-6,23,,semaphore,v3.x
feature,2013/5/1,"pc,sem: do not hold ipc lock more than necessary",-48,118,,semaphore other,v3.x
reliability corruption defense,2013/5/1,pc: introduce lockless pre_down ipcctl,-5,29,,other,v3.x
feature,2013/5/1,pc: introduce obtaining a lockless ipc object,-14,59,,other,v3.x
feature,2013/5/1,pc: remove bogus lock comment for ipc_checkid,-6,1,,other,v3.x
performance access optimization,2013/5/1,pc/msgutil.c: use linux/uaccess.h,-2,2,,other,v3.x
bug semantic generic,2013/5/1,pc: refactor msg list search into separate function,-22,26,wrong,message,v3.x
performance access optimization,2013/5/1,pc: simplify msg list search,-6,2,,message,v3.x
bug semantic state,2013/5/1,pc: implement MSG_COPY as a new receive mode,-13,9,wrong,message,v3.x
performance synchronization,2013/5/1,pc: remove msg handling from queue scan,-10,4,,message,v3.x
performance access optimization,2013/5/1,pc: set EFAULT as default error in load_msg(),-7,3,,other,v3.x
performance access optimization,2013/5/1,pc: tighten msg copy loops,-21,11,,other,v3.x
reliability annotation,2013/5/1,pc: separate msg allocation from userspace copy,-14,38,,other,v3.x
performance access optimization,2013/5/1,pc: clamp with min(),-22,8,,other,v3.x
reliability debug,2013/5/1,Merge branch 'for-linus' of ?,-126,177,,compatibility semaphore other,v3.x
bug semantic generic,2013/4/29,pc/util.c: use register_hotmemory_notifier(),-7,8,wrong,other,v3.x
bug semantic I/OTiming,2013/4/9,procfs: new helper - PDE_DATA(inode),-1,1,wrong,other,v3.x
bug memory danglingPt,2013/4/2,pc: set msg back to -EAGAIN if copy wasn't performed,0,1,corruption,message,v3.x
maintenance,2013/3/28,Merge branch 'for-linus' of ?,-2,10,,message queue,v3.x
maintenance,2013/3/27,pc: Restrict mounting the mqueue filesystem,-2,10,,message queue,v3.x
feature,2013/3/22,mqueue: sys_mq_open: do not call mnt_drop_write() if read-only,-1,2,,message queue,v3.x
bug concurrency order,2013/3/8,pc: don't allocate a copy larger than max,-2,4,corruption,message,v3.x
performance synchronization,2013/3/8,pc: fix potential oops when src msg > 4k w/ MSG_COPY,-3,0,,other,v3.x
reliability debug,2013/3/5,get rid of union semop in sys_semctl(2) arguments,-53,88,,compatibility semaphore other,v3.x
performance access optimization,2013/3/3,get rid of compat_sys_semctl() and friends in case of ARCH_WANT_OLD_COMPAT_IPC,-92,66,,compatibility,v3.x
performance access optimization,2013/3/3,merge compat sys_ipc instances,0,44,,compatibility,v3.x
performance access optimization,2013/3/3,make HAVE_SYSCALL_WRAPPERS unconditional,-2,0,,semaphore,v3.x
performance store optimization,2013/2/27,pc: convert to idr_alloc(),-21,9,,other,v3.x
reliability error enhancement,2013/2/26,Merge branch 'for-linus' of ?,-13,14,,message queue shared memory,v3.x
maintenance,2013/2/25,Merge branch 'for-linus' of ?,0,1,,message queue,v3.x
bug errorCode wrongError,2013/2/23,"mm: make do_mmap_pgoff return populate as a size in bytes, not as a bool",-2,2,error,shared memory,v3.x
bug memory doubleFree,2013/2/23,mm: introduce mm_populate() for populating new vmas,-5,7,crash,shared memory,v3.x
bug errorCode wrongError,2013/2/22,"fs: Preserve error code in get_empty_filp(), part 2",-1,2,wrong,shared memory,v3.x
performance access optimization,2013/2/22,new helper: file_inode(file),-12,12,,message queue shared memory,v3.x
bug semantic logic,2013/1/27,userns: Allow the unprivileged users to mount mqueue fs,0,1,wrong,message queue,v3.x
performance access optimization,2013/1/4,pc: add more comments to message copying related code,0,8,,message,v3.x
reliability corruption defense,2013/1/4,pc: simplify message copying,-16,14,,message other,v3.x
bug errorCode missError,2013/1/4,pc: convert prepare_copy() from macro to function,-2,9,wrong,message,v3.x
reliability annotation,2013/1/4,pc: simplify free_copy() call,-6,8,,message,v3.x
bug semantic state,2013/1/4,selftests: IPC message queue copy feature test,-1,2,hang,compatibility,v3.x
bug semantic logic,2013/1/4,pc: introduce message queue copy feature,-2,101,error,message other,v3.x
feature,2013/1/4,pc: message queue receive cleanup,-47,42,,compatibility message,v3.x
performance synchronization,2013/1/4,pc: add sysctl to specify desired next object id,-4,45,,other,v3.x
performance other,2013/1/4,pc: remove forced assignment of selected message,-4,1,,message,v3.x
maintenance,2012/12/18,Merge branch 'for-linus' of ?,-1,2,,other,v3.x
maintenance,2012/12/17,Merge branch 'for-linus' of ?,-7,27,,other,v3.x
performance speed optimization,2012/12/14,userns: Require CAP_SYS_ADMIN for most uses of setns.,-1,2,,other,v3.x
bug memory bufOverflow,2012/12/11,mm: support more pagesizes for MAP_HUGETLB/SHM_HUGETLB,-1,2,corruption,shared memory,v3.x
maintenance,2012/11/20,proc: Usable inode numbers for the namespace file descriptors.,0,18,,other,v3.x
maintenance,2012/11/20,userns: Make create_new_namespaces take a user_ns parameter,-6,4,,other,v3.x
performance store optimization,2012/11/20,userns: Allow unprivileged use of setns.,-1,5,,other,v3.x
feature,2012/10/12,audit: make audit_inode take struct filename,-2,2,,message queue,v3.x
feature,2012/10/12,vfs: define struct filename and have getname() return it,-6,7,,message queue,v3.x
performance other,2012/10/12,audit: set the name_len in audit_inode for parent lookups,-4,4,,message queue,v3.x
bug semantic generic,2012/10/9,pc/mqueue: remove unnecessary rb_init_node() calls,-3,0,wrong,message queue,v3.x
bug semantic generic,2012/10/2,Merge branch 'for-linus' of ?,-39,39,error,message queue,v3.x
maintenance,2012/10/2,Merge branch 'for-linus' of ?,-33,50,,message semaphore shared memory other,v3.x
performance access optimization,2012/9/26,switch simple cases of fget_light to fdget,-43,41,,message queue,v3.x
performance access optimization,2012/9/26,switch mqueue syscalls to fget_light(),-12,14,,message queue,v3.x
maintenance,2012/9/6,userns: Convert ipc to use kuid and kgid where appropriate,-33,50,,message semaphore shared memory other,v3.x
feature,2012/8/18,"mqueue: lift mnt_want_write() outside ->i_mutex, clean up a bit",-33,28,,message queue,v3.x
reliability corruption defense,2012/7/30,pc: use Kconfig options for __ARCH_WANT_[COMPAT_]IPC_PARSE_VERSION,-4,4,,compatibility other,v3.x
reliability corruption defense,2012/7/30,pc: compat: use signed size_t types for msgsnd and msgrcv,-4,4,,compatibility,v3.x
reliability corruption defense,2012/7/30,pc: allow compat IPC version field parsing if !ARCH_WANT_OLD_COMPAT_IPC,-1,1,,compatibility,v3.x
reliability corruption defense,2012/7/30,pc: add COMPAT_SHMLBA support,-7,12,,compatibility shared memory other,v3.x
performance access optimization,2012/7/23,"switch dentry_open() to struct path, make it grab references itself",-70,47,,message queue,v3.x
feature,2012/7/14,don't pass nameidata * to vfs_create(),-1,1,,message queue,v3.x
reliability annotation,2012/7/14,don't pass nameidata to ->create(),-1,1,,message queue,v3.x
bug memory nullPointer,2012/6/7,pc: shm: restore MADV_REMOVE functionality on shared memory segments,0,12,crash,shared memory,v3.x
reliability error enhancement,2012/6/1,Merge branch 'for-linus' of ?,-1,6,,shared memory,v3.x
bug semantic generic,2012/6/1,"switch aio and shm to do_mmap_pgoff(), make do_mmap() static",-1,1,wrong,shared memory,v3.x
performance access optimization,2012/6/1,ake security_mmap_file() outside of ->mmap_sem,0,5,,shared memory,v3.x
feature,2012/5/31,pc/mqueue: add rbtree node caching support,-23,81,,message queue,v3.x
bug memory bufOverflow,2012/5/31,pc/mqueue: strengthen checks on mqueue creation,-9,18,wrong,message queue,v3.x
performance synchronization,2012/5/31,pc/mqueue: correct mq_attr_ok test,-3,8,,message queue,v3.x
feature,2012/5/31,pc/mqueue: improve performance of send/recv,-43,130,,message queue,v3.x
bug memory nullPointer,2012/5/31,mqueue: separate mqueue default value from maximum value,-3,24,crash,other message queue,v3.x
reliability robust,2012/5/31,mqueue: don't use kmalloc with KMALLOC_MAX_SIZE,-2,2,,message queue,v3.x
maintenance,2012/5/31,pc/mqueue: update maximums for the mqueue subsystem,-2,9,,message queue,v3.x
bug semantic config,2012/5/31,pc/mqueue: enforce hard limits,-3,5,wrong,message queue,v3.x
bug semantic logic,2012/5/31,pc/mqueue: switch back to using non-max values on create,-2,3,wrong,message queue,v3.x
bug memory uninitRead,2012/5/31,pc/mqueue: cleanup definition names and locations,-23,8,wrong,other,v3.x
bug semantic logic,2012/5/28,Merge tag 'writeback' of git://git.kernel.org/pub/scm/linux/kernel/git/wfg/linux,-1,1,wrong,message queue,v3.x
performance speed optimization,2012/5/6,vfs: Rename end_writeback() to clear_inode(),-1,1,,message queue,v3.x
performance speed optimization,2012/5/3,userns: Replace user_ns_map_uid and user_ns_map_gid with from_kuid and from_kgid,-2,1,,message queue,v3.x
maintenance,2012/4/7,mqueue: Explicitly capture the user namespace to send the notification to.,-1,8,,message queue,v3.x
bug semantic logic,2012/4/7,userns: Use cred->user_ns instead of cred->user->user_ns,-1,1,hang,other,v3.x
reliability corruption defense,2012/3/29,Merge git://git.kernel.org/pub/scm/linux/kernel/git/cmetcalf/linux-tile,-6,64,,compatibility,v3.x
bug semantic generic,2012/3/22,Merge branch 'akpm' (Andrew's patch-bomb),-1,1,error,shared memory,v3.x
bug semantic config,2012/3/21,hugetlbfs: fix alignment of huge page requests,-1,1,wrong,shared memory,v3.x
maintenance,2012/3/21,Merge branch 'for-linus' of ?,-17,7,,message queue,v3.x
performance access optimization,2012/3/20,switch open-coded instances of d_make_root() to new helper,-17,7,,message queue,v3.x
reliability corruption defense,2012/3/15,[PATCH v3] ipc: provide generic compat versions of IPC syscalls,-6,64,,compatibility,v3.x
reliability debug,2012/2/14,security: trim security.h,0,2,,other,v3.x
maintenance,2012/1/23,SHM_UNLOCK: fix Unevictable pages stranded after swap,-1,1,,shared memory,v3.x
