feature,2012/1/23,SHM_UNLOCK: fix long unpreemptible section,-15,22,,shared memory,v3.x
reliability annotation,2012/1/23,pc/mqueue: simplify reading msgqueue limit,-2,1,,message queue,v3.x
reliability error enhancement,2012/1/10,user namespace: make signal.c respect user namespaces,-1,6,,message queue,v3.x
performance access optimization,2012/1/3,switch mq_open() to umode_t,-1,1,,message queue,v3.x
performance access optimization,2012/1/3,mqueue: propagate umode_t,-1,1,,message queue,v3.x
bug semantic generic,2012/1/3,switch ->create() to umode_t,-2,2,wrong,message queue,v3.x
bug semantic generic,2012/1/3,vfs: fix the stupidity with i_dentry in inode destructors,-1,0,wrong,message queue,v3.x
performance access optimization,2011/12/9,... and the same kind of leak for mqueue,-10,3,,message queue other,v3.x
feature,2011/11/2,pc/sem.c: remove private structures from public header file,0,46,,semaphore,v3.x
feature,2011/11/2,pc/sem.c: handle spurious wakeups,0,9,,semaphore,v3.x
feature,2011/11/2,pc/sem.c: fix return code race with semop vs. semop +semctl(IPC_RMID),-1,0,,semaphore,v3.x
bug concurrency deadlock,2011/10/31,pc/mqueue.c: fix wrong use of schedule_hrtimeout_range_clock(),-2,2,wrong,message queue,v3.x
performance synchronization,2011/8/4,Do 'shm_init_ns()' in an early pure_initcall,-1,8,,shared memory,v3.x
feature,2011/8/3,shm: optimize exit_shm(),0,3,,shared memory,v3.x
performance speed optimization,2011/8/3,shm: fix wrong tests,-2,2,,shared memory,v3.x
feature,2011/7/30,shm: optimize locking and ipc_namespace getting,-33,28,,shared memory,v3.x
reliability annotation,2011/7/30,shm: handle separate PID namespaces case,-7,20,,shared memory,v3.x
performance store optimization,2011/7/26,pc: introduce shm_rmid_forced sysctl,-4,129,,other shared memory,v3.x
bug errorCode missError,2011/7/26,pc/mqueue.c: fix mq_open() return value,-5,7,error,message queue,v3.x
bug memory nullPointer,2011/7/26,pc/mqueue.c: refactor failure handling,-56,57,crash,message queue,v3.x
maintenance,2011/7/25,pc/sem.c: fix race with concurrent semtimedop() timeouts and IPC_RMID,-2,11,,semaphore,v3.x
performance store optimization,2011/7/22,Merge branch 'for-linus' of ?,-2,2,,shared memory,v3.x
bug semantic generic,2011/7/20,fs: push i_mutex and filemap_write_and_wait down into ->fsync() handlers,-2,2,wrong,shared memory,v2.x
reliability corruption defense,2011/7/20,"pc,rcu: Convert call_rcu(ipc_immediate_free) to kfree_rcu()",-15,1,,other,v2.x
reliability corruption defense,2011/7/20,"pc,rcu: Convert call_rcu(free_un) to kfree_rcu()",-8,2,,semaphore,v2.x
reliability robust,2011/5/26,mm: don't access vm_flags as 'int',-1,1,,shared memory,v2.x
performance access optimization,2011/5/10,ns proc: Add support for the ipc namespace,0,37,,other,v2.x
performance access optimization,2011/3/31,Fix common misspellings,-4,4,,message semaphore shared memory,v2.x
bug memory unintRead,2011/3/27,pc: fix util.c kernel-doc warnings,-1,3,wrong,other,v2.x
maintenance,2011/3/25,pcns: fix use after free in free_ipc_ns(),-1,1,,other,v2.x
feature,2011/3/23,userns: user namespaces: convert several capable() calls,-29,42,,message other semaphore shared memory,v2.x
feature,2011/3/23,userns: add a user namespace owner of ipc ns,-2,8,,other,v2.x
reliability annotation,2011/1/7,fs: icache RCU free inodes,-1,8,,message queue,v2.x
performance access optimization,2010/10/30,pc: shm: fix information leak to userland,0,1,,shared memory,v2.x
performance access optimization,2010/10/29,switch get_sb_ns() users,-4,4,,message queue,v2.x
performance speed optimization,2010/10/27,pc: initialize structure memory to zero for compat functions,0,11,,compatibility,v2.x
bug semantic config,2010/10/27,pc/shm.c: add RSS and swap size information to /proc/sysvipc/shm,-21,42,wrong,shared memory,v2.x
reliability corruption defense,2010/10/25,fs: do not assign default i_ino in new_inode,0,1,,message queue,v2.x
bug semantic generic,2010/10/25,new helper: ihold(),-1,1,wrong,message queue,v2.x
maintenance,2010/10/22,Merge branch 'llseek' of git://git.kernel.org/pub/scm/linux/kernel/git/arnd/bkl,0,3,,message queue shared memory,v2.x
feature,2010/10/15,seek: automatically add .llseek fop,0,3,,message queue shared memory,v2.x
reliability corruption defense,2010/10/1,sys_semctl: fix kernel stack leakage,0,2,,semaphore,v2.x
reliability annotation,2010/8/9,switch mqueue to ->evict_inode(),-9,7,,message queue,v2.x
feature,2010/7/20,pc/sem.c: bugfix for semop() not reporting successful operation,-7,39,,semaphore,v2.x
performance synchronization,2010/6/4,mqueue doesn't need make_bad_inode(),-1,0,,message queue,v2.x
performance access optimization,2010/5/27,drop unused dentry argument to ->fsync,-7,4,,shared memory,v2.x
bug semantic generic,2010/5/27,pc/sem.c: use ERR_CAST,-1,1,wrong,semaphore,v2.x
bug concurrency wrongLock,2010/5/27,pc/sem.c: update description of the implementation,-50,53,hang,semaphore,v2.x
feature,2010/5/27,pc/sem.c: move wake_up_process out of the spinlock section,-32,91,,semaphore,v2.x
feature,2010/5/27,pc/sem.c: optimize update_queue() for bulk wakeup calls,-13,97,,semaphore,v2.x
bug semantic generic,2010/5/25,"kernel-wide: replace USHORT_MAX, SHORT_MAX and SHORT_MIN with USHRT_MAX, ?",-8,8,error,message other,v2.x
performance store optimization,2010/5/19,Merge branch 'timers-for-linus' of ?,-49,25,,message queue,v2.x
bug memory doublefree,2010/5/11,mqueue: fix kernel BUG caused by double free() on mq_open(),-1,1,wrong,message queue,v2.x
reliability annotation,2010/5/10,Merge branch 'linus' into timers/core,-3,2,,compatibility message queue message other,v2.x
feature,2010/4/6,mqueue: Convert message queue timeout to use hrtimers,-49,25,,message queue,v2.x
performance synchronization,2010/3/30,nclude cleanup: Update gfp.h and slab.h includes to prepare for breaking ?,-2,1,,compatibility message queue message,v2.x
reliability debug,2010/3/22,ppc64 sys_ipc breakage in 2.6.34-rc2,-1,1,,other,v2.x
bug semantic generic,2010/3/12,pc: use rlimit helpers,-3,2,wrong,message queue shared memory,v2.x
feature,2010/3/12,Add generic sys_ipc wrapper,-1,100,,other,v2.x
performance access optimization,2010/3/3,mqueue: fix typo "failues" -> "failures",-1,1,,message queue,v2.x
reliability debug,2010/3/3,mqueue: only set error codes if they are really necessary,-27,50,,message queue,v2.x
maintenance,2010/3/3,mqueue: simplify do_open() error handling,-6,10,,message queue,v2.x
maintenance,2010/3/3,mqueue: apply mathematics distributivity on mq_bytes calculation,-4,5,,message queue,v2.x
maintenance,2010/3/3,mqueue: remove unneeded info->messages initialization,-8,5,,message queue,v2.x
reliability annotation,2010/3/3,mqueue: fix mq_open() file descriptor leak on user-space processes,-2,1,,message queue,v2.x
bug memory danglingPt,2010/1/16,nommu: fix SYSV SHM for NOMMU,0,3,hang,shared memory,v2.x
bug concurrency deadlock,2009/12/16,Merge branch 'master' of ?,-9,5,deadlock,message queue shared memory,v2.x
feature,2009/12/16,"Untangling ima mess, part 2: deal with counters",-2,0,,message queue,v2.x
reliability corruption defense,2009/12/16,"Untangling ima mess, part 1: alloc_file()",-2,0,,shared memory,v2.x
reliability error enhancement,2009/12/16,switch alloc_file() to passing struct path,-5,5,,shared memory,v2.x
performance store optimization,2009/12/16,pc: remove unreachable code in sem.c,-2,1,,semaphore,v2.x
feature,2009/12/16,pc/sem.c: optimize single sops when semval is zero,0,11,,semaphore,v2.x
feature,2009/12/16,pc/sem.c: optimize single semop operations,-11,40,,semaphore,v2.x
feature,2009/12/16,pc/sem.c: add a per-semaphore pending list,-5,32,,semaphore,v2.x
bug concurrency,2009/12/16,pc/sem.c: optimize if semops fail,-2,2,deadlock,semaphore,v2.x
feature,2009/12/16,pc/sem.c: sem preempt improve,-15,23,,semaphore,v2.x
bug semantic generic,2009/12/16,pc/sem.c: sem use list operations,-44,31,wrong,semaphore,v2.x
feature,2009/12/16,pc/sem.c: sem optimise undo list search,-6,20,,semaphore,v2.x
performance speed optimization,2009/12/16,pc ns: fix memory leak (idr),0,3,,message semaphore shared memory,v2.x
reliability annotation,2009/12/11,file ->get_unmapped_area() shouldn't duplicate work of get_unmapped_area(),-14,17,,shared memory,v2.x
maintenance,2009/12/9,Merge branch 'for-linus' of ?,-1,1,,message,v2.x
performance store optimization,2009/12/4,pc: fix unused variable warning,-1,1,,message,v2.x
feature,2009/11/12,sysctl ipc: Remove dead binary sysctl support code.,-81,3,,other,v2.x
reliability annotation,2009/9/27,const: mark struct vm_struct_operations,-2,2,,shared memory,v2.x
bug semantic generic,2009/9/24,sysctl: remove "struct file *" argument of ->proc_handler,-12,12,wrong,other,v2.x
performance speed optimization,2009/9/23,seq_file: constify seq_operations,-1,1,,other,v2.x
bug semantic config,2009/9/22,hugetlbfs: allow the creation of files suitable for MAP_PRIVATE on the vfs ?,-1,1,wrong,shared memory,v2.x
performance access optimization,2009/9/22,const: mark remaining super_operations const,-2,2,,message queue,v2.x
reliability error enhancement,2009/9/14,fix undefined reference to user_shm_unlock,-1,1,,shared memory,v2.x
performance other,2009/8/24,mm: fix hugetlb bug due to user_shm_unlock call,-3,5,,shared memory,v2.x
bug semantic generic,2009/6/29,ntegrity: ima mq_open imbalance msg fix,0,2,wrong,message queue,v2.x
feature,2009/6/21,pc: unbreak 32-bit shmctl/semctl/msgctl,0,1,,other,v2.x
feature,2009/6/18,pcns: move free_ipcs() proto,-1,2,,other,v2.x
performance access optimization,2009/6/18,pcns: make free_ipc_ns() static,-24,24,,other,v2.x
performance access optimization,2009/6/18,pcns: extract create_ipc_ns(),-7,2,,other,v2.x
performance synchronization,2009/6/18,pcns: remove useless get/put while CLONE_NEWIPC,-5,1,,other,v2.x
feature,2009/6/18,pc: use __ARCH_WANT_IPC_PARSE_VERSION in ipc/util.h,-1,1,,other,v2.x
bug semantic generic,2009/6/11,Merge branch 'for-linus' of ?,-2,1,wrong,shared memory,v2.x
bug semantic config,2009/6/10,Merge branch 'rcu-for-linus' of ?,-2,2,error,semaphore,v2.x
performance access optimization,2009/6/11,Merge branch 'next' into for-linus,-2,1,,shared memory,v2.x
performance store optimization,2009/6/9,shm: fix unused warnings on nommu,-2,5,,shared memory,v2.x
feature,2009/5/22,ntegrity: move ima_counts_get,-1,0,,shared memory,v2.x
feature,2009/5/22,ntegrity: path_check update,-2,2,,shared memory,v2.x
feature,2009/4/15,rculist: use list_entry_rcu in places where it's appropriate,-2,2,,semaphore,v2.x
performance synchronization,2009/4/13,namespaces: move get_mq() inside #ifdef CONFIG_SYSCTL,-1,1,,other,v2.x
feature,2009/4/7,namespaces: mqueue namespace: adapt sysctl,-64,118,,other message queue,v2.x
maintenance,2009/4/7,namespaces: ipc namespaces: implement support for posix msqueues,-43,124,,message queue other,v2.x
feature,2009/4/7,namespaces: mqueue ns: move mqueue_mnt into struct ipc_namespace,-65,108,,message queue other,v2.x
bug semantic generic,2009/4/2,Merge branch 'for-linus' of ?,-1,1,wrong,message queue,v2.x
maintenance,2009/4/2,proc_sysctl: use CONFIG_PROC_SYSCTL around ipc and utsname proc_handlers,-1,1,,other,v2.x
feature,2009/4/2,pc: make shm_get_stat() more robust,-2,4,,shared memory,v2.x
maintenance,2009/3/31,New helper - current_umask(),-1,1,,message queue,v2.x
performance speed optimization,2009/3/26,Merge branch 'bkl-removal' of git://git.lwn.net/linux-2.6,0,2,,message queue,v2.x
performance access optimization,2009/3/24,Merge branch 'master' into next,-3,5,,shared memory,v2.x
maintenance,2009/3/16,Use f_lock to protect f_flags,0,2,,message queue,v2.x
feature,2009/2/10,Do not account for the address space used by hugetlbfs using VM_ACCOUNT,-3,5,,shared memory,v2.x
bug semantic state,2009/2/6,Merge branch 'master' into next,-132,141,error,other message queue message semaphore shared memory,v2.x
bug memory resourceLeak,2009/2/6,Integrity: IMA file free imbalance,0,3,wrong,shared memory,v2.x
maintenance,2009/2/5,shm: fix shmctl(SHM_INFO) lockup with !CONFIG_SHMEM,0,4,,shared memory,v2.x
reliability annotation,2009/1/31,Stop playing silly games with the VM_ACCOUNT flag,-2,2,,shared memory,v2.x
performance access optimization,2009/1/14,[CVE-2009-0029] System call wrappers part 26,-11,11,,message queue,v2.x
performance access optimization,2009/1/14,[CVE-2009-0029] System call wrappers part 25,-11,12,,message queue semaphore shared memory,v2.x
performance access optimization,2009/1/14,[CVE-2009-0029] System call wrappers part 24,-6,6,,message,v2.x
reliability debug,2009/1/14,[CVE-2009-0029] System call wrapper special cases,-1,8,,semaphore,v2.x
reliability debug,2009/1/14,[CVE-2009-0029] Convert all system calls to return a long,-1,1,,message queue,v2.x
performance store optimization,2009/1/9,Merge git://git.kernel.org/pub/scm/linux/kernel/git/dhowells/linux-2.6-nommu,0,12,,shared memory,v2.x
maintenance,2009/1/8,mqueue: fix si_pid value in mqueue do_notify(),-1,2,,message queue,v2.x
reliability annotation,2009/1/8,NOMMU: Make VMAs per MM as for MMU-mode linux,0,12,,shared memory,v2.x
performance other,2009/1/6,pc/ipc_sysctl.c: move the definition of ipc_auto_callback(),-23,23,,other,v2.x
performance access optimization,2009/1/6,pc: do not goto to the next line,-1,0,,semaphore,v2.x
feature,2009/1/6,pc: clean up ipc/shm.c,-10,5,,shared memory,v2.x
reliability debug,2009/1/5,Merge branch 'for-linus' of ?,-1,0,,message queue,v2.x
performance access optimization,2009/1/5,mm: update my address,-1,1,,semaphore,v2.x
bug memory uninitRead,2009/1/5,zero i_uid/i_gid on inode allocation,-1,0,error,message queue,v2.x
reliability debug,2009/1/4,sanitize audit_mq_open(),-12,11,,message queue,v2.x
reliability robust,2009/1/4,sanitize AUDIT_MQ_SENDRECV,-24,30,,message queue,v2.x
reliability debug,2009/1/4,sanitize audit_mq_notify(),-7,7,,message queue,v2.x
reliability debug,2009/1/4,sanitize audit_mq_getsetattr(),-5,1,,message queue,v2.x
reliability robust,2009/1/4,sanitize audit_ipc_set_perm(),-7,2,,other,v2.x
reliability robust,2009/1/4,sanitize audit_ipc_obj(),-9,4,,shared memory other,v2.x
performance speed optimization,2008/12/4,Merge branch 'master' into next,-5,9,,other,v2.x
feature,2008/11/19,sysvipc: fix the ipc structures initialization,-5,9,,other,v2.x
feature,2008/11/14,CRED: Pass credentials through dentry_open(),-4,7,,message queue,v2.x
performance speed optimization,2008/11/14,CRED: Wrap current->cred and a few other accessors,-3,3,,message queue shared memory,v2.x
performance synchronization,2008/11/14,CRED: Separate task security context from task_struct,-3,3,,message queue shared memory,v2.x
feature,2008/11/14,CRED: Wrap task credential accesses in the SYSV IPC subsystem,-10,19,,message queue shared memory other,v2.x
performance access optimization,2008/10/21,"[PATCH] introduce fmode_t, do annotations",-1,1,,shared memory,v2.x
maintenance,2008/10/20,message queues: increase range limits,-6,14,,message queue,v2.x
reliability debug,2008/10/20,SHM_LOCKED pages are unevictable,0,4,,shared memory,v2.x
performance access optimization,2008/10/16,pc/sem.c: make free_un() static,-1,1,,semaphore,v2.x
feature,2008/10/16,sysctl: simplify ->strategy,-5,4,,other,v2.x
performance store optimization,2008/7/26,"[PATCH] kill nameidata passing to permission(), rename to inode_permission()",-1,1,,message queue,v2.x
reliability debug,2008/7/26,SL*B: drop kmem cache argument from constructor,-1,1,,message queue,v2.x
performance other,2008/7/25,pc: do not use a negative value to re-enable msgmni automatic recomputing,-18,74,,other,v2.x
reliability robust,2008/7/25,pc: use simple_read_from_buffer(),-18,7,,message queue,v2.x
feature,2008/7/25,pc/sem.c: rewrite undo list locking,-54,93,,semaphore,v2.x
feature,2008/7/25,pc/sem.c: convert sem_array.sem_pending to struct list_head,-57,35,,semaphore,v2.x
feature,2008/7/25,pc/sem.c: remove unused entries from struct sem_queue,-2,0,,semaphore,v2.x
feature,2008/7/25,pc/sem.c: convert undo structures to struct list_head,-74,89,,semaphore,v2.x
feature,2008/7/25,pc: get rid of ipc_lock_down(),-75,4,,shared memory other,v2.x
feature,2008/7/25,pc: call idr_find() without locking in ipc_lock(),-9,0,,other,v2.x
bug semantic generic,2008/7/24,hugetlb: modular state for hugetlb page size,-1,2,wrong,shared memory,v2.x
performance synchronization,2008/6/13,Merge branch 'master' of ?,-17,14,,message shared memory,v2.x
feature,2008/6/12,/proc/sysvipc/shm: fix 32-bit truncation of segment sizes,-8,8,,shared memory,v2.x
performance store optimization,2008/6/10,shm: Remove silly double assignment,-2,0,,shared memory,v2.x
bug semantic state,2008/6/6,pc: only output msgmni value at boot time,-7,6,wrong,message,v2.x
performance access optimization,2008/6/5,netlink: Remove nonblock parameter from netlink_attachskb,-1,1,,message queue,v2.x
bug semantic generic,2008/5/3,ny mq_open optimization,-2,1,wrong,message queue,v2.x
maintenance,2008/4/29,sysvipc: use non-racy method for proc entries creation,-7,6,,other,v2.x
maintenance,2008/4/29,pc: sysvsem: implement sys_unshare(CLONE_SYSVSEM),0,1,,semaphore,v2.x
feature,2008/4/29,pc: add definitions of USHORT_MAX and others,-9,8,,message other,v2.x
performance store optimization,2008/4/29,IPC: consolidate all xxxctl_down() functions,-119,66,,message semaphore shared memory other,v2.x
reliability corruption defense,2008/4/29,IPC: introduce ipc_update_perm(),-12,17,,message semaphore shared memory other,v2.x
reliability robust,2008/4/29,IPC: get rid of the use *_setbuf structure.,-86,46,,message semaphore shared memory,v2.x
performance other,2008/4/29,IPC/semaphores: remove one unused parameter from semctl_down(),-3,3,,semaphore,v2.x
feature,2008/4/29,IPC/semaphores: move the rwmutex handling inside semctl_down,-11,13,,semaphore,v2.x
bug semantic logic,2008/4/29,IPC/message queues: introduce msgctl_down,-73,89,wrong,message,v2.x
bug semantic generic,2008/4/29,IPC/shared memory: introduce shmctl_down,-88,72,hang,shared memory,v2.x
feature,2008/4/29,IPC/semaphores: code factorisation,-30,31,,semaphore,v2.x
performance synchronization,2008/4/29,pc: re-enable msgmni automatic recomputing msgmni if set to negative,-10,44,,other,v2.x
performance store optimization,2008/4/29,pc: do not recompute msgmni anymore if explicitly set by user,-2,41,,other,v2.x
performance store optimization,2008/4/29,pc: recompute msgmni on ipc namespace creation/removal,-2,15,,other,v2.x
performance store optimization,2008/4/29,pc: invoke the ipcns notifier chain as a work item,-1,14,,other,v2.x
performance store optimization,2008/4/29,pc: recompute msgmni on memory add / remove,-2,120,,other message,v2.x
performance store optimization,2008/4/29,pc: scale msgmni to the number of ipc namespaces,-3,13,,message other,v2.x
performance store optimization,2008/4/29,pc: scale msgmni to the amount of lowmem,-1,36,,message,v2.x
performance store optimization,2008/4/29,IPC: use ipc_buildid() directly from ipc_addid(),-13,2,,message semaphore shared memory other,v2.x
bug memory danglingPt,2008/4/28,mempolicy: rework mempolicy Reference Counting [yet again],-3,2,leak,shared memory,v2.x
performance store optimization,2008/4/28,mempolicy: fixup Fallback for Default Shmem Policy,-2,1,,shared memory,v2.x
feature,2008/4/19,[PATCH] r/o bind mounts: elevate write count for open()s,-2,14,,message queue,v2.x
reliability debug,2008/4/19,[PATCH] r/o bind mounts: elevate write count for rmdir and unlink.,-1,4,,message queue,v2.x
bug memory danglingPt,2008/3/10,mempolicy: fix reference counting bugs,-2,3,leak,shared memory,v2.x
performance other,2008/2/8,Pidns: fix badly converted mqueues pid handling,-1,1,,message queue,v2.x
feature,2008/2/8,Pidns: make full use of xxx_vnr() calls,-2,1,,message queue,v2.x
reliability error enhancement,2008/2/8,"IPC: consolidate sem_exit_ns(), msg_exit_ns() and shm_exit_ns()",-66,46,,message other semaphore shared memory,v2.x
feature,2008/2/8,IPC: make struct ipc_ids static in ipc_namespace,-102,23,,message other semaphore shared memory,v2.x
bug semantic logic,2008/2/8,IPC/semaphores: consolidate SEM_STAT and IPC_STAT commands,-22,16,wrong,semaphore,v2.x
performance store optimization,2008/2/8,pc: uninline some code from util.h,-58,57,,other,v2.x
bug semantic generic,2008/2/8,namespaces: move the IPC namespace under IPC_NS option,-60,87,wrong,other message semaphore shared memory,v2.x
bug semantic generic,2008/2/6,make ipc/util.c:sysvipc_find_ipc() static,-2,2,wrong,other,v2.x
feature,2008/2/6,IPC: fix error check in all new xxx_lock() and xxx_exit_ns() functions,-9,45,,message semaphore shared memory,v2.x
reliability annotation,2007/11/29,pc: lost unlock and fput in mqueue.c on error path,-2,4,,message queue,v2.x
bug concurrency deadlock,2007/11/7,[NETLINK]: Fix unicast timeouts,-2,4,deadlock,message queue,v2.x
feature,2007/10/21,[PATCH] pass dentry to audit_inode()/audit_inode_child(),-4,4,,message queue,v2.x
feature,2007/10/19,IPC: fix error case when idr-cache is empty in ipcget(),-11,18,,message semaphore shared memory other,v2.x
feature,2007/10/19,virtualization of sysv msg queues is incomplete,-11,10,,message,v2.x
reliability debug,2007/10/19,IPC: cleanup some code and wrong comments about semundo list managment,-40,6,,semaphore,v2.x
reliability error enhancement,2007/10/19,pc: remove unneeded parameters,-17,12,,message semaphore shared memory other,v2.x
feature,2007/10/19,fix idr_find() locking,-70,198,,message semaphore shared memory other,v2.x
feature,2007/10/19,pc: fix wrong comments,-45,118,,message semaphore shared memory other,v2.x
feature,2007/10/19,pc: inline ipc_buildid(),-6,5,,other,v2.x
performance synchronization,2007/10/19,pc: introduce the ipcid_to_idx macro,-2,4,,other,v2.x
feature,2007/10/19,Storing ipcs into IDRs,-18,46,,message semaphore shared memory other,v2.x
performance store optimization,2007/10/19,pc: integrate ipc_checkid() into ipc_lock(),-136,152,,message semaphore shared memory other,v2.x
feature,2007/10/19,pc: remove the ipc_get() routine,-23,13,,shared memory other,v2.x
reliability debug,2007/10/19,pc: unify the syscalls code,-139,215,,message semaphore shared memory other,v2.x
performance synchronization,2007/10/19,pc: store ipcs into IDRs,-310,330,,message semaphore shared memory other,v2.x
performance store optimization,2007/10/19,pid namespaces: changes to show virtual ids to user,-12,15,,message queue message semaphore shared memory,v2.x
maintenance,2007/10/18,sysctl mqueue: remove the binary sysctl numbers,-10,0,,message queue,v2.x
reliability corruption defense,2007/10/17,r/o bind mounts: filesystem helpers for custom 'struct file's,-8,5,,shared memory,v2.x
reliability debug,2007/10/17,pc namespace: remove config ipc ns fix,-4,0,,other,v2.x
feature,2007/10/17,pc/shm.c: make 2 functions static,-2,3,,shared memory,v2.x
performance access optimization,2007/10/17,Slab API: remove useless ctor parameter and reorder parameters,-1,1,,message queue,v2.x
bug semantic generic,2007/10/10,[NET]: cleanup 3rd argument in netlink_sendskb,-3,2,wrong,message queue,v2.x
reliability debug,2007/7/31,Fix user struct leakage with locked IPC shem segment,-1,1,,shared memory,v2.x
performance speed optimization,2007/7/31,NOMMU: Fix SYSV IPC SHM,0,2,,shared memory,v2.x
performance speed optimization,2007/7/20,mm: Remove slab destructors from kmem_cache_create().,-1,1,,message queue,v2.x
reliability error enhancement,2007/7/19,mm: fault feedback #1,-3,2,,shared memory,v2.x
reliability robust,2007/7/19,mm: merge populate and nopage into fault (fixes nonlinear),-4,5,,shared memory,v2.x
maintenance,2007/7/17,arch/i386/* fs/* ipc/*: mark variables with uninitialized_var(),-3,3,,message semaphore,v2.x
performance access optimization,2007/7/16,remove CONFIG_UTS_NS and CONFIG_IPC_NS,-25,6,,message semaphore shared memory other,v2.x
reliability corruption defense,2007/7/6,fix logic error in ipc compat semctl(),-1,1,,compatibility,v2.x
feature,2007/6/16,shm: fix the filename of hugetlb sysv shared memory,-3,3,,shared memory,v2.x
performance synchronization,2007/6/16,hugetlb: fix get_policy for stacked shared memory files,-1,3,,shared memory,v2.x
bug semantic generic,2007/6/16,Restore shmid as inode# to fix /proc/pid/maps ABI breakage,0,5,wrong,shared memory,v2.x
performance other,2007/5/17,Remove SLAB_CTOR_CONSTRUCTOR,-2,1,,message queue,v2.x
reliability debug,2007/5/11,[PATCH] complete message queue auditing,0,4,,message queue,v2.x
feature,2007/5/8,header cleaning: don't include smp_lock.h when not used,-2,0,,semaphore other,v2.x
reliability corruption defense,2007/5/8,Merge sys_clone()/sys_unshare() nsproxy and namespace handling,-43,10,,other,v2.x
maintenance,2007/5/8,Cap shmmax at INT_MAX in compat shminfo,0,4,,compatibility,v2.x
performance other,2007/5/7,slab allocators: Remove SLAB_DEBUG_INITIAL flag,-2,1,,message queue,v2.x
maintenance,2007/3/27,[PATCH] ipcns: fix !CONFIG_IPC_NS behavior,0,7,,other,v2.x
reliability corruption defense,2007/3/6,[PATCH] mqueue: nested locking annotation,-1,2,,message queue,v2.x
reliability error enhancement,2007/3/1,[PATCH] Fix get_unmapped_area and fsync for hugetlb shm segments,-6,26,,shared memory,v2.x
feature,2007/3/1,[PATCH] make ipc/shm.c:shm_nopage() static,-2,2,,shared memory,v2.x
reliability robust,2007/2/20,[PATCH] shm: make sysv ipc shared memory use stacked files,-85,155,,shared memory,v2.x
performance speed optimization,2007/2/14,[PATCH] sysctl: remove insert_at_head from register_sysctl,-2,2,,other message queue,v2.x
performance synchronization,2007/2/14,[PATCH] sysctl: move SYSV IPC sysctls to their own file,0,184,,other,v2.x
performance other,2007/2/12,[PATCH] mark struct inode_operations const 2,-2,2,,message queue,v2.x
performance other,2007/2/12,[PATCH] mark struct file_operations const 7,-6,6,,message queue shared memory other,v2.x
reliability debug,2007/2/12,[PATCH] ipc: save the ipc namespace while reading proc files,-13,45,,other,v2.x
reliability robust,2007/2/11,[PATCH] Numerous fixes to kernel-doc info in source files.,-11,10,,other,v2.x
performance synchronization,2007/1/23,[PATCH] correct sys_shmget allocation check,-1,1,,shared memory,v2.x
maintenance,2006/12/13,[PATCH] getting rid of all casts of k[cmz]alloc() calls,-2,2,,other,v2.x
performance access optimization,2006/12/8,[PATCH] struct path: convert ipc,-16,16,,message queue shared memory,v2.x
performance access optimization,2006/12/7,[PATCH] kernel core: replace kmalloc+memset with kzalloc,-2,1,,semaphore,v2.x
maintenance,2006/12/7,[PATCH] Fix the size limit of compat space msgsize,-27,40,,compatibility message,v2.x
feature,2006/12/7,[PATCH] slab: remove kmem_cache_t,-2,2,,message queue,v2.x
maintenance,2006/12/7,[PATCH] slab: remove SLAB_KERNEL,-1,1,,message queue,v2.x
bug memory resourceLeak,2006/11/22,WorkStruct: Pass the work_struct pointer instead of context data,-1,6,leak,other,v2.x
reliability corruption defense,2006/11/4,Revert unintentional "volatile" changes in ipc/msg.c,-1,1,,message,v2.x
bug memory resourceLeak,2006/11/3,[PATCH] Fix ipc entries removal,-1,16,leak,message semaphore shared memory other,v2.x
reliability corruption defense,2006/10/3,Michal Wronski: update contact info,-1,1,,message queue,v2.x
maintenance,2006/10/3,fix file specification in comments,-1,1,,other,v2.x
reliability debug,2006/10/2,[PATCH] ipc: replace kmalloc and memset in get_undo_list with kzalloc,-4,1,,semaphore,v2.x
performance other,2006/10/2,[PATCH] IPC namespace - shm,-86,168,,shared memory,v2.x
performance other,2006/10/2,[PATCH] IPC namespace - sem,-71,130,,semaphore,v2.x
performance other,2006/10/2,[PATCH] IPC namespace - msg,-51,106,,message,v2.x
reliability corruption defense,2006/10/2,[PATCH] IPC namespace - utils,-13,143,,other,v2.x
maintenance,2006/10/2,[PATCH] update mq_notify to use a struct pid,-12,15,,message queue,v2.x
reliability error enhancement,2006/10/1,[PATCH] r/o bind mount prepwork: inc_nlink() helper,-1,1,,message queue,v2.x
feature,2006/10/1,[PATCH] r/o bind mounts: unlink: monitor i_nlink,-1,1,,message queue,v2.x
reliability robust,2006/9/27,[PATCH] inode-diet: Eliminate i_blksize from the inode structure,-1,0,,message queue,v2.x
performance access optimization,2006/9/27,[PATCH] Really ignore kmem_cache_destroy return value,-4,1,,message queue,v2.x
performance store optimization,2006/7/31,[PATCH] ipc/msg.c: clean up coding style,-184,205,,message,v2.x
performance access optimization,2006/6/30,Remove obsolete #include <linux/config.h>,-5,0,,compatibility message semaphore shared memory other,v2.x
maintenance,2006/6/23,[PATCH] vfs: add lock owner argument to flush operation,-1,1,,message queue,v2.x
bug semantic generic,2006/6/23,[PATCH] remove unused o_flags from do_shmat,-3,0,wrong,shared memory,v2.x
performance access optimization,2006/6/23,[PATCH] VFS: Permit filesystem to override root dentry on mount,-4,4,,message queue,v2.x
